GTIN,Product Type,Category,Product Name,Image URL,Description,Regular Price,Pickup Price,SKU,isAlcohol,ABV(%),Caffeine Quantity,Caffeine reference unit,Net Value,Net Unit,Net Quantity,Gross weight,Gross Unit,Size Description,Energy Content,Serving Size,Tax,Quantity Restriction,Product Types,Deposit Type,Deposit Amount,Allergen information,Additive information,Additional information,Quantitative declaration of ingredients (QUID),Nutritional declaration,Name of manufacturer,Address of manufacturer,Country of origin or place of provenance,Storage conditions,Preparation instructions
,ITEM,Sushi Box,Sushi Box Little Salmon Mix,,"3 Sushi Saumon, 3 Spring Saumon Avocat, 3 California Saumon Avocat",12.9,12.9,,,,,,380,GRAM,,399,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Boxes A Partager,Box for Two 42PCS,,"2 Sushi Saumon, 2 Sushi Saumon Teriyaki, 2 Sushi Thon, 6 Maki Cheese Avocat, 6 Maki Salmon Roll, 6 California Saumon Avocat, 6 California Chicken Curry, 6 Spring Saumon Avocat, 6 Spring Thon Cuit Avocat",55,55,,,,,,850,GRAM,,892,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Handroll,Handroll Fried Chicken,,"Poulet pané, carotte, mayonnaise japonaise, sauce tonkatsu, ciboulette",9,9,,,,,,120,GRAM,,130,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Handroll,Handroll Thon Spicy,,"Thon, carotte, mayonnaise épicée, coriandre",9,9,,,,,,120,GRAM,,130,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Handroll,Handroll Saumon,,"Saumon, cream cheese, avocat, concombre",9,9,,,,,,120,GRAM,,130,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Handroll,Handroll Crunchy Spicy Chicken,,"Poulet pané, oignons frits, mayonnaise japonaise, kimchi, concombre",9,9,,,,,,120,GRAM,,130,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Handroll,Handroll Crevette Tempura,,"Crevette tempura, guacamole, oignon rouge, coriandre",9,9,,,,,,120,GRAM,,130,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Signature Roll,Signature Rock n Roll,,"Dessus : saumon snacké à la sauce teriyaki, piment, chips, ciboulette, sésame, A l'intérieur : thon, asperge verte, avocat, Iki Masagi, mayonnaise épicée",13.5,13.5,,,,,,240,GRAM,,252,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Signature Roll,Signature Fire Roll,,"Dessus : tartare de thon épicé, mayonnaise épicée, ciboulette, sésame, A l'intérieur : crevette tempura, avocat, mayonnaise ponzu",13.5,13.5,,,,,,240,GRAM,,252,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Signature Roll,Signature Extreme Fire Roll,,"Dessus : tartare de thon épicé, mayonnaise épicée, ciboulette, piment tabasco, A l'intérieur : crevette tempura, avocat, mayonnaise ponzu",13.5,13.5,,,,,,240,GRAM,,252,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Signature Roll,Signature Nordic Flame Roll,,"Dessus : saumon snacké, ciboulette, piment vert, 7 épices, sésame noir et blanc, A l'intérieur : saumon, avocat, concombre, aneth, cream cheese",13.5,13.5,,,,,,240,GRAM,,252,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Signature Roll,Signature Maguro Spicy,,"Dessus : thon cru, huile de paprika fumé, piment rouge, mayonnaise épicée, 7 épices, sésame noir et blanc, À l'intérieur : thon cuit, avocat, pickles jalapeño, coriandre",13.9,13.9,,,,,,240,GRAM,,252,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Spring Roll,Spring Concombre Cheese,,"Concombre, cream cheese, laitue",7.5,7.5,,,,,,200,GRAM,,210,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Spring Roll,Spring Saumon Avocat,,"Saumon, avocat, menthe, coriandre, laitue",8.9,8.9,,,,,,200,GRAM,,210,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Spring Roll,Spring Crispy Chicken,,"Poulet pané, avocat, mayonnaise épicée, oignons frits, laitue",8.9,8.9,,,,,,200,GRAM,,210,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Spring Roll,Spring Daurade Basilimon,,"Daurade, pomme verte, laitue, basilic, mayonnaise citron vert, gel citron, shiso cress vert",9.5,9.5,,,,,,200,GRAM,,210,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Spring Roll,Spring Tataki Saumon,,"Saumon mariné et snacké, laitue, ciboulette thaï, mayonnaise sésame, coriandre, sésame, sauce soja",9.9,9.9,,,,,,200,GRAM,,210,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Spring Roll,Spring Tataki Thon,,"Thon mariné et snacké, mayonnaise sésame, cacahuète, laitue, ciboulette thaï, coriandre",9.9,9.9,,,,,,200,GRAM,,210,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Spring Roll,Spring Crevette Guacamole,,"Crevette, laitue, guacamole, coriandre, oignon rouge",9.9,9.9,,,,,,200,GRAM,,210,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Spring Roll,Spring Crevette Nanban,,"Crevette tempura, laitue, concombre, sauce tartare, riz brun torréfié soufflé",9.5,9.5,,,,,,200,GRAM,,210,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Spring Roll,Chicken Façon César,,"Poulet pané, avocat, parmesan, poivre du Penja IGP, laitue, sauce façon césar (mayonnaise japonaise, citron vert, cornichon, huile de sésame, ciboulette)",9.5,9.5,,,,,,200,GRAM,,210,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Sushi,Tulip Kuro Edamame,,"Edamame, encre de seiche, pâte de wasabi au yuzu kosho, mayonnaise au citron vert",6.9,6.9,,,,,,60,GRAM,,70,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Sushi,Sushi Saumon,,Sushi Saumon,6,6,,,,,,60,GRAM,,70,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Sushi,Sushi Salmon Cheese,,"Saumon, cream cheese, 7 épices",6.5,6.5,,,,,,60,GRAM,,70,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Sushi,Sushi Thon,,Sushi Thon,6.5,6.5,,,,,,60,GRAM,,70,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Sushi,Sushi Thon Teriyaki,,"Thon snacké, sauce teriyaki, sésame",6.5,6.5,,,,,,60,GRAM,,70,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Sushi,Sushi Saumon Teriyaki,,"Saumon snacké, sauce teriyaki, sésame",6.5,6.5,,,,,,60,GRAM,,70,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Sushi,Sushi Crevette Koshou,,"Crevette, mayonnaise japonaise, sauce teriyaki, poivre blanc du Penja IGP",7.9,7.9,,,,,,60,GRAM,,70,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,California Roll,California Chicken Curry,,"Poulet pané, oignon rouge, mayonnaise au curry, oignon frit",7.9,7.9,,,,,,180,GRAM,,190,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,California Roll,California Veggie,,"Avocat, concombre, carotte, betterave Chioggia, oignon rouge, roquette, coriandre, sauce sweet chili, mayonnaise japonaise, sésame",7.9,7.9,,,,,,180,GRAM,,190,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,California Roll,California Saumon Avocat,,"Saumon, avocat, sésame",8.5,8.5,,,,,,180,GRAM,,190,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,California Roll,California Kimchicken,,"Poulet pané, copeaux de parmesan, kimchi, pickles de carotte, mayonnaise épicée, sésame",8.9,8.9,,,,,,180,GRAM,,190,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,California Roll,California Tropical Mango,,"Poulet pané, concombre, mangue, mayonnaise épicée, sésame",8.7,8.7,,,,,,180,GRAM,,190,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,California Roll,California Nacho Roll,,"Crevette tempura, guacamole (avocat, huile d'olive, citron vert, 7 épices), concombre, chips de maïs, coriandre",8.7,8.7,,,,,,180,GRAM,,190,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,California Roll,California Saumon Crispy Onion,,"Saumon snacké, cream cheese, concombre, aneth, sésame, oignon frit",8.9,8.9,,,,,,180,GRAM,,190,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,California Roll,California Crevette Tempura,,"Crevette tempura, avocat, mayonnaise épicée, sésame.",8.9,8.9,,,,,,180,GRAM,,190,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,California Roll,California Salmon Aburi Roll,,"Saumon snacké aux 7 épices, saumon, cream cheese, ciboulette, sésame",9.9,9.9,,,,,,180,GRAM,,190,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,California Roll,California French Touch,,"Bloc de foie gras de canard, confiture de figues, pralin",9.9,9.9,,,,,,180,GRAM,,190,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,California Roll,California Saba Moutarde,,"Maquereau fumé au poivre, cream cheese, moutarde, concombre, pickles de graines de moutarde, aneth",8.9,8.9,,,,,,180,GRAM,,190,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Maki,Maki Concombre,,"Concombre, sésame",5.5,5.5,,,,,,120,GRAM,,130,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Maki,Maki Concombre Cheese,,"Concombre, cream cheese",6.5,6.5,,,,,,120,GRAM,,130,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Maki,Maki Avocat,,Avocat,6.5,6.5,,,,,,120,GRAM,,130,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Maki,Maki Cheese Avocat,,"Cream cheese, avocat",6.5,6.5,,,,,,120,GRAM,,130,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Maki,Maki Guacamole,,"Avocat, huile d'olive, citron vert, 7 épices, coriandre, oignon rouge",6.5,6.5,,,,,,120,GRAM,,130,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Maki,Maki Saumon,,Saumon et riz entourés d’une feuille d’algue,7.5,7.5,,,,,,120,GRAM,,130,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Maki,Maki Thon Spicy,,"Thon, mayonnaise épicée, ciboulette",8.5,8.5,,,,,,120,GRAM,,130,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Maki,Maki Salmon Roll,,Riz et cream cheese enroulés de saumon,9.5,9.5,,,,,,120,GRAM,,130,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Maki,Maki Salmon Roll Avocat,,"Riz, avocat et cream cheese enroulés de saumon",9.9,9.9,,,,,,120,GRAM,,130,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Maki,Futomaki Veggie,,"Chou rouge, carotte, concombre, menthe, coriandre, takuan, mayonnaise miso yuzu",8.5,8.5,,,,,,120,GRAM,,130,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Maki,Tuna Futomaki,,"Thon, avocat, concombre, takuan, mayonnaise wasabi",8.9,8.9,,,,,,120,GRAM,,130,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Maki,Futomaki Chicken Kimchi,,"Poulet pané, kimchi, mayonnaise kimchi, laitue",8.9,8.9,,,,,,120,GRAM,,130,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Maki,Maki Maguro Cacahuète Wasabi,,"Thon, wasabi, miso blanc, beurre de cacahuète, cacahuète",8.9,8.9,,,,,,120,GRAM,,130,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Sashimi,Sashimi Saumon 5 pièces,,Sashimi Saumon 5 pièces,8.1,8.1,,,,,,80,GRAM,,90,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Sashimi,Sashimi Thon 5 pièces,,Sashimi Thon 5 pièces,8.1,8.1,,,,,,80,GRAM,,90,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Sashimi,Sashimi Saumon 12 pièces,,Sashimi Saumon 12 pièces,18.1,18.1,,,,,,180,GRAM,,190,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Sashimi,Sashimi Mixte Thon Saumon 12 pièces,,Sashimi Mixte Thon Saumon 12 pièces,18.1,18.1,,,,,,180,GRAM,,190,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Tataki,Tataki de saumon 12 pcs,,"Servi avec un riz nature. Saumon snacké, piment, sauce ponzu, ciboulette, coriandre",18.9,18.9,,,,,,180,GRAM,,190,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Tataki,Tataki de thon 12 pièces,,"Servi avec un riz nature. Thon snacké, piment, chips, sauce ponzu, ciboulette",19.5,19.5,,,,,,180,GRAM,,190,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Chirashi,Chirashi saumon cheese,,"Saumon, cream cheese, riz vinaigré, sésame",19.8,19.8,,,,,,350,GRAM,,368,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Chirashi,Voulez-vous un supplément ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Option,Chirashi,Œufs de truite,,Œufs de truite,2,2,,,,,,30,GRAM,,40,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Chirashi,Chirashi Mixte Thon Saumon,,"Saumon, thon, riz vinaigré, sésame",19.8,19.8,,,,,,350,GRAM,,368,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Chirashi,Voulez-vous un supplément ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Option,Chirashi,Œufs de truite,,Œufs de truite,2,2,,,,,,30,GRAM,,40,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Chirashi,Chirashi saumon avocat,,"Saumon, avocat, riz vinaigré, sésame",19.8,19.8,,,,,,350,GRAM,,368,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Chirashi,Voulez-vous un supplément ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Option,Chirashi,Œufs de truite,,Œufs de truite,2,2,,,,,,30,GRAM,,40,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Chirashi,Chirashi mariné,,"Thon, saumon, poireau, concombre, menthe, coriandre, marinade à l'huile d'olive, 7 épices et citron vert",19.8,19.8,,,,,,350,GRAM,,368,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Chirashi,Voulez-vous un supplément ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Option,Chirashi,Œufs de truite,,Œufs de truite,2,2,,,,,,30,GRAM,,40,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Poke Bowl,Small bowl saumon avocat,,"Saumon, avocat, riz vinaigré, sésame noir",12.9,12.9,,,,,,380,GRAM,,399,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Poke Bowl,Ajoutez vos protéines supplémentaires (5 maximum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Saumon Teriyaki,,Saumon Teriyaki,2.8,2.8,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Saumon Mariné,,Saumon Mariné,2.8,2.8,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Fried Chicken,,Fried Chicken,2.8,2.8,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Thon Epicé,,Thon Epicé,2.8,2.8,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Poke Bowl,Ajoutez vos accompagnements supplémentaires (5 maximum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Avocat,,Avocat,2,2,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Edamame,,Edamame,1,1,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Ananas,,Ananas,1.5,1.5,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Mangue,,Mangue,2,2,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Poke Bowl,Ajoutez vos toppings supplémentaires (5 maximum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Oignons frits,,Oignons frits,0.5,0.5,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Poke Bowl,Small Bowl Saumon Teriyaki,,"Saumon teriyaki, avocat, salade de chou, sésame blanc",12.9,12.9,,,,,,380,GRAM,,399,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Poke Bowl,Ajoutez vos protéines supplémentaires (5 maximum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Saumon Teriyaki,,Saumon Teriyaki,2.8,2.8,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Saumon Mariné,,Saumon Mariné,2.8,2.8,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Fried Chicken,,Fried Chicken,2.8,2.8,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Thon Epicé,,Thon Epicé,2.8,2.8,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Poke Bowl,Ajoutez vos accompagnements supplémentaires (5 maximum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Avocat,,Avocat,2,2,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Edamame,,Edamame,1,1,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Ananas,,Ananas,1.5,1.5,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Mangue,,Mangue,2,2,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Poke Bowl,Ajoutez vos toppings supplémentaires (5 maximum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Oignons frits,,Oignons frits,0.5,0.5,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Poke Bowl,Bowl kids,,"Riz vinaigré, poulet pané, avocat sauce mayonnaise, sauce teriyaki, 1 Jus Pommes Pressées Andros 25cl, 1 Compote Pomme - Pêche - Fruit du dragon Pom'Potes 90g",12.9,12.9,,,,,,430,GRAM,,452,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Poke Bowl,Poke Bowl Veggie,,"Chou rouge, fenouil, salade de légumes croquants, edamame, avocat, radis rose, sauce citronnée, sésame noir et blanc",14.9,14.9,,,,,,430,GRAM,,452,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Poke Bowl,Selectionnez votre taille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Medium,,Medium,0,0,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Large,,Large,3,3,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Poke Bowl,Ajoutez vos protéines supplémentaires (5 maximum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Saumon Teriyaki,,Saumon Teriyaki,2.8,2.8,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Saumon Mariné,,Saumon Mariné,2.8,2.8,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Fried Chicken,,Fried Chicken,2.8,2.8,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Thon Epicé,,Thon Epicé,2.8,2.8,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Poke Bowl,Ajoutez vos accompagnements supplémentaires (5 maximum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Avocat,,Avocat,2,2,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Edamame,,Edamame,1,1,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Ananas,,Ananas,1.5,1.5,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Mangue,,Mangue,2,2,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Poke Bowl,Ajoutez vos toppings supplémentaires (5 maximum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Oignons frits,,Oignons frits,0.5,0.5,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Poke Bowl,Poke Bowl Salmon Teriyaki,,"Saumon, avocat, salade de chou, ciboulette thaï, sésame, sauces soja & teriyaki",15.9,15.9,,,,,,430,GRAM,,452,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Poke Bowl,Selectionnez votre taille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Medium,,Medium,0,0,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Large,,Large,3,3,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Poke Bowl,Ajoutez vos protéines supplémentaires (5 maximum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Saumon Teriyaki,,Saumon Teriyaki,2.8,2.8,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Saumon Mariné,,Saumon Mariné,2.8,2.8,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Fried Chicken,,Fried Chicken,2.8,2.8,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Thon Epicé,,Thon Epicé,2.8,2.8,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Poke Bowl,Ajoutez vos accompagnements supplémentaires (5 maximum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Avocat,,Avocat,2,2,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Edamame,,Edamame,1,1,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Ananas,,Ananas,1.5,1.5,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Mangue,,Mangue,2,2,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Poke Bowl,Ajoutez vos toppings supplémentaires (5 maximum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Option,Poke Bowl,Oignons frits,,Oignons frits,0.5,0.5,,,,,,40,GRAM,,50,GRAM,,,,,,,,,,,,,,,,,,
,ITEM,Poke Bowl,Poke Bowl Salmon Detox,,"Saumon, avocat, edamame, radis, salade de légumes croquants, fenouil, chou rouge, oignon rouge, gingembre mariné, menthe, 7 épices, sésame, sauce citronnée",15.9,15.9,,,,,,430,GRAM,,452,GRAM,,,,,,,,,,,,,,,,,,
,Option-Group,Poke Bowl,Selectionnez votre taille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
